site_id,year,vi_index,n_obs,method,r2,rmse,corr,vmin,vmax,S,greenup_kinetic_i,A,senescence_kinetic_i,leaf_out_10,leaf_out_50,leaf_out_90,EOS10,EOS50,EOS90
JP-Fmt,2019,NDVI,15,double_logistic,0.9050568509063871,0.03370326741611647,0.9541808658786874,0.4479956014138078,0.685391010678078,209.98501027176812,0.9323705987564982,329.37610762347276,0.15511082417879934,207.62748506410492,209.98497832335212,212.34291132722313,342.82315078856476,329.2257534306665,315.12646281201006
JP-Fmt,2019,EVI,15,double_logistic,0.8644964566994744,0.0348466942083577,0.9304421353827999,0.21718958843102576,0.4854268733489698,210.4842234780101,0.8627285885852428,294.55013017700327,0.03355390083798083,208.01564571902327,210.47784310806531,212.923418780736,338.06819089055875,292.52975343130805,243.9055985078252
JP-Fmt,2019,NIRv,15,double_logistic,0.8789718175853083,0.01620486199044387,0.9385336086651079,0.0745177622572756,0.2071000223872765,209.79935645215588,0.8554960879148535,293.45437234023757,0.033423213916262545,207.3105386825583,209.79278597126762,212.25889676549528,337.6470197279753,291.68693045992796,243.01968330539546
JP-Fmt,2020,NDVI,13,double_logistic,0.9874192082776788,0.011752490077493067,0.9937796193055979,0.44619956853597426,0.7034943139826543,112.34621465303756,0.12041618405452911,320.3029436248371,0.0597029300196301,94.09616052003217,112.33884067509712,130.55590213241211,350.15909149218317,318.6780440572752,282.65088496259415
JP-Fmt,2020,EVI,13,double_logistic,0.9785897863662664,0.014244963679238854,0.9895232045016702,0.19458678053519815,0.5144635775769127,112.2095501164268,0.08559597675879821,273.40931340608273,0.02975233899381551,86.38356164213528,111.43870770324978,134.61033948451183,333.52906972934335,273.09954500102606,211.95553155667935
JP-Fmt,2020,NIRv,13,double_logistic,0.985322405145842,0.005877470692421267,0.9928153510251548,0.06429460147790432,0.2288575271500222,113.64057326797848,0.08858495033999107,268.4676949103552,0.029020653603536596,88.74253554293486,112.82730225956293,134.989740182832,331.2496174130068,268.9658653671879,207.65477010145423
JP-Fmt,2021,NDVI,23,double_logistic,0.49929015440997393,0.06877218070945709,0.7262560043588498,0.477923449257094,0.6824423744048764,97.0687057543506,2.6026073411598087,177.32431380001827,1.8083531490604776,96.22183247158881,97.06868110947096,97.914815399471,178.5401530856638,177.3242307837984,176.10500523625205
JP-Fmt,2021,EVI,23,double_logistic,0.980048159914026,0.01633088285585811,0.9900806930965836,0.17868712878997617,0.4580033519461313,96.92774367223694,0.18399445018475663,303.00107439196614,0.06326324118737893,84.98508462144544,96.92661430042571,108.86459190343108,335.84269033144363,302.60759349394914,268.06495915573095
JP-Fmt,2021,NIRv,23,double_logistic,0.985013428761745,0.006858555150981751,0.99251496823843,0.05789091208902641,0.19525140675064015,97.86057600511462,0.16917064241386343,299.54693344838864,0.057357661031328444,84.86999450191712,97.85711330359503,110.83218328137458,335.32135802371016,299.0196520063563,260.99330839801814
JP-Fmt,2022,NDVI,36,double_logistic,0.9382284359850508,0.026739842693804857,0.9688009973792512,0.42914750848185496,0.6736024512482303,111.6415191446448,0.15584703512830062,328.0997224102471,0.05229730646125703,97.54052832700988,111.63713128593962,125.71862899175017,354.128514759934,323.67160671503626,283.56958429382854
JP-Fmt,2022,EVI,36,double_logistic,0.9400131641721751,0.02651298940467031,0.9699685165041126,0.18090462321884546,0.47697138833651653,109.65232835307475,0.1117895274453047,284.33403802413886,0.03122450866068184,89.97333659316689,109.38041269867904,128.03423712548047,337.20769419625447,281.32517077494015,218.6748447039783
JP-Fmt,2022,NIRv,36,double_logistic,0.9543661446245406,0.010891977817306914,0.9772208191389785,0.05880722395154787,0.20305443366334586,111.00387266142164,0.10936355739291764,279.9076791339028,0.028870064808398294,90.9395782758219,110.63700572072662,129.37481427029252,336.3427475422772,277.1055224750823,212.02316969890055
JP-Fmt,2023,NDVI,41,double_logistic,0.966203315736867,0.018264836495668443,0.9830655743582484,0.4388656717307701,0.6788507132408619,105.53953413216674,0.10038428043129834,326.2184034402962,0.0652606007875529,83.64942706207898,105.53361403862041,127.39681154316045,352.93721613813926,324.56209197346305,291.6529491933661
JP-Fmt,2023,EVI,41,double_logistic,0.9794869585519526,0.0154072800826059,0.9898521432922054,0.18325850258294907,0.4652277018042281,102.06738608762767,0.08289782492444174,296.8345157612551,0.034888478365067185,75.4327173098548,101.75629368747406,127.16260316479328,343.6239385661888,293.5629229315169,235.8618923777549
JP-Fmt,2023,NIRv,41,double_logistic,0.9795115789329462,0.007534236432927012,0.9898369783609638,0.05936447916564619,0.19833073256527692,103.88839063767858,0.08917273724130649,293.9492563264872,0.033440770075466246,79.12703273763192,103.57392731729637,127.11144491381818,342.6881786892386,290.63191142539495,230.9448614166578
NL-Loo,2022,NDVI,24,double_logistic,0.7119871501465256,0.02268368347988383,0.8449671707650231,0.7654007944571224,1.050508119489481,381.31733417559275,0.010741834867410384,387.8114917067308,1.9253366383423685,132.12486897191314,268.3658090771183,341.1892341023427,,,
NL-Loo,2022,EVI,24,double_logistic,0.8581257823428502,0.01457497200442155,0.926788086297387,0.34022238881173295,0.5763188527426045,164.46362818500168,0.03567009332557969,225.199751385219,0.021293664761792497,104.84233081128579,149.67581617998755,183.9463077596415,331.31611324008946,275.67468319284376,232.56606358617773
NL-Loo,2022,NIRv,24,double_logistic,0.8713439015092733,0.008029097662094585,0.9344852207069669,0.14951594959498304,0.2865537063568053,162.88551456056277,0.03705347905748701,219.6777224761035,0.02032200691547873,109.71928535187236,150.87492574800595,183.7948787513899,331.5249640009781,275.24832535737033,231.81710040586296
NL-Loo,2023,NDVI,15,double_logistic,0.37309772506506056,0.02454039551656469,0.6282298041840757,0.7700250077165448,0.8630926748063857,13.846597898503765,1.1142169343516481,49.500887276255014,0.09016933674111975,,,,75.51359865812832,52.30580509837551,35.02042817464446
NL-Loo,2023,EVI,15,double_logistic,0.8700832781676457,0.011996818273429573,0.9334188200340479,0.33162514563921636,0.5577185140526674,196.60861576581965,0.03743707523921055,244.23243681908838,0.05024376282620452,118.70890066971153,169.06745323205607,199.4955319683387,260.27013440252824,246.51808511490958,229.55095159025592
NL-Loo,2023,NIRv,15,double_logistic,0.880022887137249,0.006416965109230795,0.9387645955474263,0.15604727242873676,0.2662166490096664,155.76491522646603,0.04233593266758057,182.51572369891608,0.01616974150325317,28.0,152.93104687914644,182.77418916431552,259.6802103062722,242.35676830214103,220.97470370001088
NL-Loo,2024,NDVI,12,double_logistic,0.770348173320393,0.012673392019640288,0.8790962815473543,0.7759918783986234,0.8534769990092882,224.79273628916445,0.039551568244199795,288.12364153767965,0.7344293887255424,166.295128972661,219.58339029822073,261.02045363266905,290.97551009574545,288.1383860876778,285.33624990907254
NL-Loo,2024,EVI,12,double_logistic,0.6402211272302376,0.018019823360795488,0.8016084588523906,0.320435351012895,0.40969865870746536,75.62888480904633,2.973011218583495,295.51848956945616,0.07840838487661202,74.88476062753975,75.62891907137116,76.37326533098756,296.08188039958503,283.71945737438404,259.6794819194381
NL-Loo,2024,NIRv,12,double_logistic,0.5931381771509228,0.01034214687186478,0.7710636344210149,0.14031165577273463,0.18531891538236414,87.1959895983,2.5010041108681995,289.8122807971493,0.9051720926635236,86.31508121252101,87.19599388053804,88.07705617293455,292.238098130742,289.8117254809549,287.38357879361445
NL-Loo,2025,NDVI,17,double_logistic,0.8016234609969071,0.014665206436872812,0.8984253956945054,0.8166100924008954,0.9514023580594128,116.27881853765079,0.01878681362188474,53.13780893611182,0.07201570617461629,0.12630339309865532,0.7158294496235094,1.6495132284440406,260.0,260.0,28.448745221888046
NL-Loo,2025,EVI,17,double_logistic,0.9778849346420282,0.005449385477708406,0.9888812748251927,0.3687014307392107,0.5157018810913344,126.98845899400631,0.052541519545437426,98.89461508735937,0.009524894469283555,0.0,127.44251828284018,157.4740729738984,253.7939071664865,229.92215966695105,203.19111688827434
NL-Loo,2025,NIRv,17,double_logistic,0.9776162769201423,0.003078043833270262,0.9887477167314851,0.17218415823251,0.25119167934726705,128.45663509030106,0.05597005766826751,54.9568099071569,0.01009707343689644,0.0,129.5183696290421,158.87094346744337,253.78032348032767,230.38379110255994,204.9904259537045
NL-Vkp,2014,NDVI,16,double_logistic,0.35730395662023084,0.02376199292165492,0.5984727133486889,0.8074671026214836,0.9158025291276976,203.78569716793584,0.03820991604233579,184.02610006928933,2.967567806179536,115.12882284994716,158.75780307933977,177.8778581414225,350.0,350.0,183.3129139254375
NL-Vkp,2014,EVI,16,double_logistic,0.2653949541279996,0.041898227514468984,0.5176678319346125,0.5438304244925856,0.6323658027092374,62.755194329378504,0.12536285148754575,317.9370391753999,0.9528466258717633,54.72980783625161,65.76396595303031,82.09114212496527,320.24346028766854,317.9370229220926,315.62963043192036
NL-Vkp,2014,NIRv,16,double_logistic,0.10867658154737447,0.03219873310634004,0.41668692830208576,0.3069238722712898,0.32746322388492477,120.82793275494345,2.8836107079848277,252.38045752256343,2.134745196415221,120.06090565357137,120.82772309974219,121.59130171278791,253.41326780894445,252.38054263042648,251.34645698223193
NL-Vkp,2022,NDVI,23,double_logistic,0.3115590320204108,0.03574924355921898,0.5651396458673519,0.73944775377104,1.0054745726893943,281.2995938161026,1.424374282037056,279.24424147831786,0.060631238969330065,33.0,33.0,282.6599032548336,327.9644741955621,301.0958017465851,287.9841457956391
NL-Vkp,2022,EVI,23,double_logistic,0.6977830282764825,0.032514553431729154,0.8355132890103687,0.4784340757635686,0.5881508692090275,106.17127475160838,2.013431656501055,149.20361222147523,0.00010000000000000002,105.07879417096471,106.17114658190286,107.26701594660261,331.6267455315143,234.13842183274335,136.6541340651282
NL-Vkp,2022,NIRv,23,double_logistic,0.6682207929330397,0.020899343422513903,0.8174502637097835,0.22645037099420448,0.2917865514472296,106.22616014346417,2.015923230852218,90.75703635302817,0.00010000000000000002,105.13160288748658,106.22629579585109,107.3168922803974,331.6303382816513,234.15811954317448,136.6927124167032
NL-Vkp,2023,NDVI,19,double_logistic,0.30583057624718635,0.03266109997473687,0.5659975417568588,0.7544756725802974,0.8142670466819091,80.55098830231066,0.6552693149483707,153.20452648901386,0.09937359427155631,77.19941841829984,80.54656597320093,83.87957718580881,175.3448760597275,153.26035039589826,131.37116457428715
NL-Vkp,2023,EVI,19,double_logistic,0.6309616988484272,0.042503274152664264,0.8015480035891118,0.5076727753965272,0.6670302660123401,84.48564075401248,0.080063270817901,-21.999973279325612,0.0010610795777497841,58.892783507136706,84.57657030466474,110.54259767006224,254.37624533654196,215.93076545146292,175.21403767412642
NL-Vkp,2023,NIRv,19,double_logistic,0.6538944657997166,0.02567895752717931,0.8121887752135427,0.2006300102810249,0.29683222791041597,88.85551325772502,0.09579274691527298,261.7003751439446,0.24316994345041482,66.2204301071068,88.91644274451005,111.82552650422642,262.9038548040036,258.56537373033615,250.64293899764385
RU-Fy2,2024,NDVI,12,double_logistic,0.8040723901476137,0.00812352776216247,0.9033527120376655,0.8304046101350216,0.887376915848321,118.22726143548678,0.06481785113719014,236.26587228868695,0.05825318217994939,135.77682545306536,144.4077083252682,160.19995832777633,261.74604142679664,234.5850109494319,204.08627828883985
RU-Fy2,2024,EVI,12,double_logistic,0.9711611488788322,0.01225685980539752,0.9856462328156319,0.34069490049621326,0.6261233553661971,143.05327161908593,0.36401865657766935,230.06891365800567,0.04383830086761798,137.87365305890236,143.16004974231564,148.77271929362155,260.293892341902,226.31096181543222,186.25905322481722
RU-Fy2,2024,NIRv,12,double_logistic,0.9684600236526197,0.006823222785774085,0.984431371744492,0.1533924574488682,0.3149333876172086,140.1646803244048,0.1013041228133094,222.21748295807316,0.04117715485600819,136.3238962549809,145.27895548793288,158.4581295477808,258.98156689564945,224.35386212828638,191.3606729327899
US-Aud,2013,NDVI,22,double_logistic,0.9607275024864325,0.022089570882672036,0.9806772838863566,0.18478502865050928,0.4660535790841447,197.10856731314377,0.23912370853739512,283.00739538654585,0.06724246359053103,187.9057406840781,197.00465339346565,205.80728035380187,314.98143466167295,283.35133800771735,252.78946249908157
US-Aud,2013,EVI,22,double_logistic,0.9520434368130769,0.013858564367855274,0.9758295068559684,0.10940115461499506,0.2712957245566414,194.79999562549852,0.2866874772243297,269.7214031785718,0.058226157779653696,187.21463101134117,194.6750079685572,201.8157837053038,307.17616276989736,270.90760658482026,237.96725602328
