site_id,lat,lon,sensor,date,NDVI,EVI,NIRv,valid_pixel_frac
US-Ses,34.335,-106.7448,L30,2014-07-18,0.15387111106643178,0.11020797704685471,0.0433635507126703,1.0
US-Ses,34.335,-106.7448,L30,2014-07-27,0.14621080533072708,0.10075206555500954,0.0386653385200292,1.0
US-Ses,34.335,-106.7448,L30,2014-08-12,0.16016612189301366,0.12209790877192311,0.049340088961582804,0.1920295444452235
US-Ses,34.335,-106.7448,L30,2014-08-28,0.1731883051653353,0.12262519932136227,0.04776976954327322,1.0
US-Ses,34.335,-106.7448,L30,2014-09-20,0.18031920706831084,0.1201403722625463,0.04547764565943285,1.0
US-Ses,34.335,-106.7448,L30,2014-09-29,0.19570182367679287,0.13436787439547482,0.05179373516806366,1.0
US-Ses,34.335,-106.7448,L30,2014-10-06,0.19226928983605598,0.1288556223542033,0.049355239810178524,1.0
US-Ses,34.335,-106.7448,L30,2014-10-22,0.1971308911520522,0.12355336399119769,0.04546166430496837,1.0
US-Ses,34.335,-106.7448,L30,2014-11-07,0.18120310487606214,0.1141187410091839,0.04151674830779206,1.0
US-Ses,34.335,-106.7448,L30,2014-11-23,0.16906618418572608,0.0922602404334467,0.03181858491145976,0.1985046848052131
US-Ses,34.335,-106.7448,L30,2014-12-25,0.16025800368829293,0.09947485278336735,0.035256915082182934,0.2462856024718659
US-Ses,34.335,-106.7448,L30,2015-01-19,0.1537571715600815,0.09327677197131853,0.032423535034106485,1.0
US-Ses,34.335,-106.7448,L30,2015-02-04,0.14794329825980534,0.09156890254704933,0.03204634217064462,1.0
US-Ses,34.335,-106.7448,L30,2015-03-08,0.14031630892056915,0.09204720610149264,0.03312038841842417,1.0
US-Ses,34.335,-106.7448,L30,2015-03-15,0.14537190427116536,0.0947527238252735,0.0344069638213283,1.0
US-Ses,34.335,-106.7448,L30,2015-03-24,0.1434680120614021,0.09591608389672764,0.0350805996046896,1.0
US-Ses,34.335,-106.7448,L30,2015-03-31,0.15415774712253402,0.10271417052170127,0.03798400330236895,1.0
US-Ses,34.335,-106.7448,L30,2015-04-09,0.14091855858728858,0.10308272296004986,0.039479228199270654,1.0
US-Ses,34.335,-106.7448,L30,2015-04-16,0.15234773559748152,0.10495164855988183,0.039490088205775445,1.0
US-Ses,34.335,-106.7448,L30,2015-04-25,0.15019413830391964,0.10973403252425953,0.04277825479995825,0.2508407166227536
US-Ses,34.335,-106.7448,L30,2015-05-02,0.16172346459498063,0.12161301143029601,0.04895092304939676,1.0
US-Ses,34.335,-106.7448,L30,2015-05-11,0.1449312990471181,0.10682734287217757,0.0416293671430812,0.659485877325907
US-Ses,34.335,-106.7448,L30,2015-05-18,0.1558896414540102,0.10967135623751084,0.04222203288212101,1.0
US-Ses,34.335,-106.7448,L30,2015-06-03,0.15245744604771116,0.10739830238972019,0.04157162688820548,1.0
US-Ses,34.335,-106.7448,L30,2015-06-12,0.15534996566812992,0.11256578355627257,0.04398625852520131,1.0
US-Ses,34.335,-106.7448,L30,2015-06-19,0.15598152787934108,0.10990541545483815,0.04262044866707961,1.0
US-Ses,34.335,-106.7448,L30,2015-06-28,0.1685150215500633,0.12289224834469605,0.04867135215359972,1.0
US-Ses,34.335,-106.7448,L30,2015-07-05,0.1701372776239784,0.11992105619638242,0.0471521433349616,1.0
US-Ses,34.335,-106.7448,L30,2015-07-21,0.1785139683855458,0.125168256804331,0.04938047937811141,1.0
US-Ses,34.335,-106.7448,L30,2015-08-06,0.17690353781196788,0.12461666507586679,0.04881583665564571,1.0
US-Ses,34.335,-106.7448,L30,2015-08-15,0.16722028867716895,0.12006080864975716,0.04699581842686356,1.0
US-Ses,34.335,-106.7448,L30,2015-08-31,0.1736966808188259,0.12075686337940135,0.04656219096169199,1.0
US-Ses,34.335,-106.7448,L30,2015-09-16,0.16237889185379067,0.11198256019209676,0.04258697540752525,1.0
US-Ses,34.335,-106.7448,L30,2015-09-23,0.1695685697873046,0.11348115132337942,0.043087680384059614,1.0
US-Ses,34.335,-106.7448,L30,2015-10-18,0.15582369056602913,0.10450856266763668,0.038753534220590954,1.0
US-Ses,34.335,-106.7448,L30,2015-10-25,0.15675634569821129,0.10054104005962028,0.03644416577537012,1.0
US-Ses,34.335,-106.7448,L30,2015-11-03,0.16198330884585926,0.10511651864225599,0.03831525205067148,1.0
US-Ses,34.335,-106.7448,L30,2015-11-10,0.1580478267416243,0.0894410255927894,0.030247558655144488,0.1905958052904851
US-Ses,34.335,-106.7448,L30,2015-11-19,0.15926180117425004,0.09976891127053812,0.03553355791416576,1.0
US-Ses,34.335,-106.7448,L30,2015-12-05,0.15606697505520248,0.09850473587666005,0.035087056972919216,1.0
US-Ses,34.335,-106.7448,L30,2015-12-21,0.16057972151112448,0.0998098236324999,0.03522175639424426,1.0
US-Ses,34.335,-106.7448,L30,2016-01-13,0.1676437465748379,0.10111448260062085,0.03572146577729702,0.5146232360877894
US-Ses,34.335,-106.7448,L30,2016-01-22,0.15331611104642645,0.09539461353754072,0.03351778599224189,1.0
US-Ses,34.335,-106.7448,L30,2016-01-29,0.15675126181576743,0.09555796117313062,0.03349915186125895,1.0
US-Ses,34.335,-106.7448,L30,2016-02-07,0.14588240378062117,0.09315930983858792,0.033016319143429014,1.0
US-Ses,34.335,-106.7448,L30,2016-02-14,0.15380593027419176,0.09672068439045081,0.03464458572679879,1.0
US-Ses,34.335,-106.7448,L30,2016-03-10,0.14922470410124133,0.10028648868752686,0.03699692982239837,1.0
US-Ses,34.335,-106.7448,L30,2016-03-17,0.1571889139546031,0.10518880682224778,0.03926955989792177,1.0
