site_id,year,vi_index,EOS90,EOS50,EOS10,senescence_kinetic_i,leaf_out_90,temperature_senescence_rate,photoperiod_senescence_rate
DE-Tha,2019,NIRv,197.6554544049002,256.7287646837675,300.8208657649049,0.0229805384276428,137.12259846138673,-0.11160590651495852,-0.060173049801127546
DE-Tha,2022,NDVI,269.0654091791617,294.11477513330885,315.7841951430275,0.0858612645462824,137.14645692220918,0.025345482577859995,-0.06114600120586916
DE-Tha,2022,NIRv,204.1994158741708,258.1188177591642,305.5615888903333,0.0354856636133511,135.35494250613675,-0.10330505532906235,-0.06137491404430664
DE-Tha,2023,NDVI,218.8196951357261,248.6732410109518,276.9437733109586,0.0001,151.21350045514907,-0.04350539850502939,-0.06374542927517889
DE-Tha,2023,NIRv,196.64156186621935,238.57690547447444,274.59343170231006,0.0188435392675264,151.9966001182128,-0.002105325054692139,-0.0587667082730154
DE-Tha,2024,NDVI,175.83533961080138,282.74508518158245,356.2395340439691,0.0139866190616517,105.96100008295552,-0.12732498937526562,-0.04772293272752311
DE-Tha,2024,NIRv,204.01840290261032,266.8235965712867,331.5794087535316,0.0288501536982785,129.9045208437365,-0.16067178126171733,-0.05848130790042699
DK-Sor,2022,NDVI,164.3266097802164,209.27120754931815,278.88390267997863,0.0157324446651007,135.1510990166503,-0.040782280634252044,-0.05519583863398317
DK-Sor,2022,NIRv,185.09602162051576,239.018256898555,291.1453099053586,0.0255452449284485,139.67634705220811,-0.07336314582965968,-0.06757910224731271
DK-Sor,2023,NDVI,272.8030183518448,273.6390424111947,273.94164864938443,1.9297993220912408,133.63445510820463,,-0.07789607415038281
DK-Sor,2023,NIRv,202.6662185444896,244.07099904853123,268.4242205415404,0.0338818573728925,146.5265640320199,0.01051871412169921,-0.07174478870287553
DK-Sor,2024,NDVI,232.13442269228065,275.5525838672522,296.4995835567583,0.0394460170120942,136.97505200420588,-0.15229278846153846,-0.07679713260883574
DK-Sor,2024,NIRv,192.46732274366207,245.91728075567124,288.7816801437995,0.0235785174417965,142.94810092299923,-0.08297275501899078,-0.0701331713412668
FI-Hyy,2025,NDVI,186.27450391851792,222.33057214545585,277.59472731973483,0.0165116305498455,159.08841222215662,-0.15345046982003505,-0.09073408065474316
FI-Hyy,2025,NIRv,202.22456461226412,236.83992967515312,280.20610124260514,0.0315165816669003,167.9486305862728,-0.17897310284652052,-0.09665445288477245
FI-Let,2023,NDVI,259.2581529861829,284.6544332833825,299.24801281690185,0.0725960947594258,178.22011522963194,-0.4368807692307692,-0.09462202461311289
FI-Let,2023,NIRv,251.6764638187916,260.0061875274492,268.33575344928647,0.2637824204141871,152.49012347359434,-0.1168455882352941,-0.09556813126811922
FI-Let,2024,NDVI,314.0,314.0,314.0,0.2703604150465302,114.1311646806153,,
FI-Let,2024,NIRv,218.792681888674,251.7792050505006,283.525865730439,0.0649450670332537,150.51459430598183,-0.16646394230769232,-0.09403435966215713
FR-Bil,2022,NDVI,354.0,354.0,354.0,1.3334035691785389,141.68005342643946,,
FR-Bil,2022,NIRv,138.7324712747107,160.43444738173,187.25160447683632,0.0632628443389395,104.37913792877724,0.03354673469387758,0.01040227848950352
FR-Bil,2023,NDVI,143.9584032682862,179.60066053656163,247.68438052618583,0.0197758031418814,133.23761638231153,0.012127323162274616,-0.019829036887175397
FR-Bil,2023,NIRv,233.0016663312729,267.475391144525,288.37101561070807,0.0336999538284577,176.94460673562202,-0.10205937950937947,-0.05174429383278029
FR-Bil,2025,NIRv,174.24489763327475,201.83140843663543,245.0500432319358,0.0431966329400054,139.9630712076312,-0.03103373574782024,-0.033616332881952024
FR-FBn,2013,NDVI,371.4262236933587,373.2237670268873,373.8812577559166,0.8953527666057071,261.9967246608971,,0.0191950321541144
FR-FBn,2014,NIRv,228.2290295674449,268.99659337426647,302.8279403240934,0.0512058961248239,161.95518880265948,-0.08124269529803778,-0.048594642170730826
FR-FBn,2015,NDVI,257.33266633316657,257.33266633316657,265.2667400507244,0.1001347639485419,-8.0,-0.32377380952380935,-0.050550056177918884
FR-FBn,2015,NIRv,225.31303257224548,279.8284960670616,318.54111779375205,0.036086896199674,132.192923246691,-0.10887342962012475,-0.046964519936031915
FR-FBn,2017,NDVI,350.52896660209484,351.6192659398582,352.70696355519806,1.929818884750311,339.9373598615562,,-0.00382571411410994
