site_id,year,vi_index,n_obs,method,r2,rmse,corr,vmin,vmax,S,greenup_kinetic_i,A,senescence_kinetic_i,leaf_out_10,leaf_out_50,leaf_out_90,EOS10,EOS50,EOS90,solstice_doy,growing_season_length,total_gpp_growing_season,total_reco_growing_season,mean_radiation_growing_season,mean_temperature_growing_season,gpp_sos10_to_solstice,gpp_solstice_to_eos10,gpp_solstice_to_eos90,photoperiod_at_EOS90
JP-Fmt,2019,NIRv,15,double_logistic,0.8789718175853083,0.0162048619904438,0.938533608665108,0.0745177622572756,0.2071000223872765,209.79935645215588,0.8554960879148535,293.4543723402376,0.0334232139162625,207.3105386825583,209.7927859712676,212.25889676549528,337.6470197279753,291.686930459928,243.01968330539543,172,81.89414448866043,,,160.87983846153847,19.83813076923077,,,,12.789527274405906
JP-Fmt,2020,NDVI,13,double_logistic,0.9874192082776788,0.011752490077493,0.993779619305598,0.4461995685359742,0.7034943139826543,112.34621465303756,0.1204161840545291,320.3029436248371,0.0597029300196301,94.09616052003216,112.33884067509712,130.55590213241211,350.1590914921832,318.6780440572752,282.65088496259415,173,206.33920338217808,,,168.493015625,18.33989453125,,,,11.278564143764445
JP-Fmt,2020,NIRv,13,double_logistic,0.985322405145842,0.0058774706924212,0.9928153510251548,0.0642946014779043,0.2288575271500222,113.64057326797848,0.088584950339991,268.4676949103552,0.0290206536035365,88.74253554293486,112.82730225956291,134.989740182832,331.2496174130068,268.9658653671879,207.65477010145423,173,156.138563107625,,,173.33539094650206,18.892415637860083,,,,13.93628832603233
JP-Fmt,2021,NIRv,23,double_logistic,0.985013428761745,0.0068585551509817,0.99251496823843,0.0578909120890264,0.1952514067506401,97.86057600511462,0.1691706424138634,299.54693344838864,0.0573576610313284,84.86999450191712,97.85711330359504,110.83218328137458,335.32135802371016,299.0196520063563,260.99330839801814,172,201.16253870276125,,,179.7871354581673,19.17828685258964,,,,12.10630843845653
JP-Fmt,2022,NDVI,36,double_logistic,0.9382284359850508,0.0267398426938048,0.9688009973792512,0.4291475084818549,0.6736024512482303,111.6415191446448,0.1558470351283006,328.0997224102471,0.052297306461257,97.54052832700988,111.63713128593962,125.71862899175017,354.128514759934,323.67160671503626,283.56958429382854,172,212.03447542909663,,,171.6241828793774,18.66145525291829,,,,11.244311000712482
JP-Fmt,2022,NIRv,36,double_logistic,0.9543661446245406,0.0108919778173069,0.9772208191389784,0.0588072239515478,0.2030544336633458,111.00387266142164,0.1093635573929176,279.9076791339028,0.0288700648083982,90.9395782758219,110.63700572072662,129.37481427029252,336.3427475422772,277.1055224750823,212.02316969890052,172,166.46851675435568,,,176.71980894308945,19.26780487804878,,,,13.820181674324097
JP-Fmt,2023,NDVI,41,double_logistic,0.966203315736867,0.0182648364956684,0.9830655743582484,0.4388656717307701,0.6788507132408619,105.53953413216674,0.1003842804312983,326.2184034402962,0.0652606007875529,83.64942706207898,105.5336140386204,127.39681154316044,352.93721613813926,324.56209197346305,291.6529491933661,172,219.02847793484267,,,190.8584535315985,19.618263940520446,,,,10.948807815344264
JP-Fmt,2023,NIRv,41,double_logistic,0.9795115789329462,0.007534236432927,0.9898369783609638,0.0593644791656461,0.1983307325652769,103.88839063767858,0.0891727372413064,293.9492563264872,0.0334407700754662,79.12703273763192,103.57392731729637,127.11144491381818,342.6881786892386,290.63191142539495,230.9448614166578,172,187.0579841080986,,,193.68748669201523,19.900730038022814,,,,13.22394007326267
NL-Loo,2022,NDVI,24,double_logistic,0.7119871501465256,0.0226836834798838,0.8449671707650231,0.7654007944571224,1.050508119489481,381.3173341755928,0.0107418348674103,387.8114917067308,1.9253366383423685,132.12486897191314,268.3658090771183,341.1892341023427,,,,172,,,,,,321.1654,,,
NL-Loo,2022,NIRv,24,double_logistic,0.8713439015092733,0.0080290976620945,0.9344852207069668,0.149515949594983,0.2865537063568053,162.88551456056277,0.037053479057487,219.6777224761035,0.0203220069154787,109.71928535187236,150.87492574800595,183.7948787513899,331.5249640009781,275.24832535737033,231.81710040586296,172,124.37339960936438,1367.4787419999998,955.828117,172.90521171171173,15.02481981981982,451.53635999999995,924.936472,510.36726999999996,14.1638389360706
NL-Loo,2023,NIRv,15,double_logistic,0.880022887137249,0.0064169651092307,0.9387645955474264,0.1560472724287367,0.2662166490096664,155.76491522646603,0.0423359326675805,182.51572369891608,0.0161697415032531,28.0,152.93104687914644,182.77418916431552,259.6802103062722,242.35676830214103,220.97470370001088,172,89.4257214229946,1483.9989859999998,1161.214696,168.63662931034486,13.015336206896551,684.985736,808.01236,448.87629999999996,14.837562376876795
NL-Loo,2024,NDVI,12,double_logistic,0.770348173320393,0.0126733920196402,0.8790962815473543,0.7759918783986234,0.8534769990092882,224.79273628916445,0.0395515682441997,288.12364153767965,0.7344293887255424,166.295128972661,219.58339029822076,261.02045363266905,290.97551009574545,288.1383860876778,285.33624990907254,173,68.55499578945705,953.9416800000001,759.4122600000001,175.77668548387095,16.80376612903226,56.6997,902.88486,884.67909,10.51868295368323
NL-Loo,2025,NDVI,17,double_logistic,0.8016234609969071,0.0146652064368728,0.8984253956945054,0.8166100924008954,0.9514023580594128,116.2788185376508,0.0187868136218847,53.13780893611182,0.0720157061746162,0.1263033930986553,0.7158294496235094,1.6495132284440406,260.0,260.0,28.448745221888046,172,259.2841705503765,1429.3461040000002,1098.296282,161.73671923076924,12.035426923076924,694.921374,744.5233300000001,,8.599236540262964
NL-Loo,2025,NIRv,17,double_logistic,0.9776162769201424,0.0030780438332702,0.9887477167314852,0.17218415823251,0.251191679347267,128.45663509030106,0.0559700576682675,54.9568099071569,0.0100970734368964,0.0,129.5183696290421,158.87094346744337,253.78032348032767,230.38379110255997,204.9904259537045,172,100.86542147351787,1385.434194,1061.1321819999998,162.7110632411067,11.975849802371542,694.921374,700.61142,291.82587,15.69740914591969
NL-Vkp,2022,NIRv,23,double_logistic,0.6682207929330397,0.0208993434225139,0.8174502637097835,0.2264503709942044,0.2917865514472296,106.22616014346416,2.015923230852218,90.75703635302816,0.0001,105.13160288748658,106.22629579585109,107.3168922803974,331.6303382816513,234.15811954317448,136.6927124167032,172,127.93182374732339,1270.6523100000002,1283.7735900000002,180.55369026548672,14.900008849557523,434.85448,842.34067,,15.510945413770793
NL-Vkp,2023,NIRv,19,double_logistic,0.6538944657997166,0.0256789575271793,0.8121887752135427,0.2006300102810249,0.2968322279104159,88.85551325772502,0.0957927469152729,261.7003751439446,0.2431699434504148,66.2204301071068,88.91644274451005,111.82552650422642,262.9038548040036,258.56537373033615,250.64293899764385,172,169.6489309858261,1402.34417,1245.0206699999999,197.9369846938775,14.856749999999998,720.9656699999999,691.05253,643.5341199999999,12.898891949417774
RU-Fy2,2024,NDVI,12,double_logistic,0.8040723901476137,0.0081235277621624,0.9033527120376657,0.8304046101350216,0.887376915848321,118.22726143548678,0.0648178511371901,236.26587228868692,0.0582531821799493,135.77682545306536,144.4077083252682,160.19995832777633,261.74604142679664,234.5850109494319,204.08627828883985,173,90.1773026241637,1255.3182099999997,1211.4863400000002,225.586126984127,18.84143650793651,446.70214000000004,821.72167,368.68447000000003,16.45427661645996
RU-Fy2,2024,NIRv,12,double_logistic,0.9684600236526196,0.006823222785774,0.984431371744492,0.1533924574488682,0.3149333876172086,140.1646803244048,0.1013041228133094,222.2174829580732,0.0411771548560081,136.3238962549809,145.27895548793288,158.4581295477808,258.98156689564945,224.3538621282864,191.3606729327899,173,79.07490664035353,1231.77809,1184.25067,227.11274590163936,18.86696721311476,439.67486,805.20883,229.35658,17.0681017557996
US-Aud,2013,NDVI,22,double_logistic,0.9607275024864323,0.022089570882672,0.9806772838863566,0.1847850286505092,0.4660535790841447,197.10856731314377,0.2391237085373951,283.00739538654585,0.067242463590531,187.9057406840781,197.00465339346565,205.80728035380187,314.9814346616729,283.35133800771735,252.7894624990816,172,86.3466846142517,220.87747413999998,214.76259155220302,240.37537795275585,19.523905511811027,,199.05346914,179.22439880000002,12.361336728713622
US-Aud,2013,NIRv,22,double_logistic,0.9438076939452442,0.0062842993110002,0.9716748324360996,0.0401013712982221,0.1113103718609595,196.49478840157863,0.2678290658811031,266.53172377401074,0.0570471728461962,188.4097547141673,196.314667203273,203.78811274854053,305.15199333110314,268.32014333308234,236.18151822651384,172,72.00547612980935,227.78813614000003,213.16348285,244.2871794871795,20.00362393162393,,205.01604913999998,123.8849888,12.89066992280914
US-Aud,2014,NDVI,30,double_logistic,0.991115273123637,0.0101394861598007,0.9955583416289762,0.1796148057041068,0.4926953877524963,196.12018841533592,0.2579154497524159,304.97763753266264,0.0414377240064854,187.69561961010797,196.03456051435035,204.1422049338012,344.81887858519207,302.992040352719,256.86468146985067,172,106.95747983836867,,,221.67795541401273,17.968019108280256,,,,12.227485894804266
US-Aud,2014,NIRv,30,double_logistic,0.963293945186562,0.0040696649172787,0.9816519146912128,0.0368715799188261,0.1041348321244858,197.4499285283195,0.2697388426704113,287.67143784742245,0.0501210067796781,189.38351159316835,197.3462022841078,205.0343418128544,328.7316175452813,288.2629550231905,249.4014677093928,172,90.91675273908271,,,231.49653237410072,18.800705035971223,,,,12.471796793484945
US-Aud,2015,NDVI,32,double_logistic,0.903994008475232,0.0204062770251289,0.9508485044489252,0.1782496358568746,0.6235817256770096,239.62891532642783,0.022484057256312,300.754603308001,0.0415879058986087,108.12848875384395,188.31664061826945,234.70140696581143,346.1191595478393,310.6692893525745,280.9348085027691,172,122.35264873430503,-22.06628912999999,226.668756303507,252.60235294117646,18.749508403361343,-47.49403219999999,24.258153070000002,43.41495757,11.43649681327064
US-Aud,2015,NIRv,32,double_logistic,0.9150433325853246,0.0040286867415869,0.9566509951926632,0.0247358648173706,0.0877919930582454,193.62171799254529,0.020626363550709,296.58357872770284,0.0479198071935052,75.30613740584782,161.8624344176607,217.98396367568216,338.73312425309655,302.4550704674893,271.944817741784,172,140.5926360498286,-42.59663233,231.200907577196,259.2879847908745,18.459874524714827,-72.6249484,28.858726070000003,36.2509606,11.729409409909184
US-Aud,2016,NDVI,33,double_logistic,0.9795258931971726,0.0146575116944421,0.989722399893844,0.1878155762930228,0.8500921343639581,214.12998548952825,0.0558994831098977,262.1995140751334,0.0395002092984686,169.57534817643258,202.6320088082861,225.5755815462513,323.8595749258482,284.6461362743318,257.0972286379383,173,82.01412746604572,403.20336695000003,334.7999480000001,245.62678571428572,20.567298701298704,-3.726205,406.15031595,291.37875394,12.219823414203145
US-Aud,2016,NIRv,33,double_logistic,0.9496305231842688,0.0054733975500839,0.9745280251427596,0.0313715436573246,0.2174949518414726,217.8604808925423,0.0450427506538172,259.85576883318777,0.0422266569897836,154.48857614218875,196.86118658506635,223.47181012537237,321.30174615194227,282.8448534538689,256.1645661281184,173,85.98366686880254,386.86377874999994,342.71540999999996,256.65034730538923,21.040179640718563,-19.928064,406.01258674999997,286.12759394,12.250541156766909
US-Aud,2017,NDVI,30,double_logistic,0.9842068685191904,0.0145899509653074,0.9920727081081026,0.180287840335635,0.6116426380128359,198.8116847121593,0.201440592393877,252.6694796392998,0.0417419749539016,188.81117617358012,198.31189813594128,207.00780284271923,309.1644992757446,262.3948520028373,230.63595199559225,172,64.08295386689602,305.347953,257.968943,248.33137190082644,20.99614876033058,,300.31678905,208.32317605,13.057799355353964
US-Aud,2017,NIRv,30,double_logistic,0.9661613630711544,0.0053808422345685,0.9829400515487068,0.0324172562715134,0.1404613192415071,197.11301869110667,0.2192584554700867,250.82853099613243,0.0449391251638507,187.8157918933574,196.68135260134392,204.815653071883,303.3629257858203,258.8834652427688,228.02651817252536,172,62.20211264142489,306.36428920000003,258.4036029999999,252.1335431034483,21.318767241379312,,301.40076525,194.19929605000002,13.134068516106417
US-Aud,2018,NDVI,34,double_logistic,0.9710881041440272,0.0167374800651774,0.9854620016702268,0.176462820833573,0.5631077177344586,202.12239270625767,0.0832035746947471,270.30545899281924,0.0344676190653917,176.20887557787466,198.8249598305455,217.2697270944009,334.5732467686751,285.4664048371585,250.913353104623,172,86.641445006613,308.04165101,281.939131,233.5249746835443,19.115335443037974,,309.08993731,223.8340904,12.422613861903548
US-Aud,2018,NIRv,34,double_logistic,0.9566689436024072,0.004466979665759,0.9782734095661768,0.0293580623608479,0.1821585305499618,216.59325738116783,0.0488384376840309,251.4211235412025,0.0515408400267979,155.53319747015527,194.86174963210064,218.8259276368536,306.7323822716846,270.32610553104104,247.32538313457675,172,75.4643558989404,297.85916699999996,302.854898,254.8851059602649,21.546880794701988,-5.598562000000001,303.591222,214.7520404,12.539001570361837
US-Aud,2019,NDVI,27,double_logistic,0.939867193101004,0.0190133374831158,0.969471629531258,0.1945994490145707,0.678479303318527,229.5575914019261,0.0614082179289856,271.6775476725728,0.044008318788247,188.76545178302436,218.77554043797147,239.4941838529114,333.5150183963135,293.5697082413835,268.0503426806519,172,74.79416780341205,311.64920252999997,259.24954199999996,224.8738827586207,19.63613103448276,,315.55921733,212.60158923000003,11.857797056982054
US-Aud,2019,NIRv,27,double_logistic,0.8648160978251473,0.0084472633287818,0.930066695797766,0.027009549003923,0.2014199432691662,240.45236531616075,0.0225616878850765,293.6894857870924,0.0339627030251843,101.59027937720988,181.22887345299435,227.9288891425126,350.3643128995862,310.1133471457558,276.7097613837409,172,128.88447369276147,413.74366419,338.610237,258.6644738955823,18.902052208835343,94.37527500000003,319.72821319,235.10352923000002,11.573374142938318
US-Aud,2020,NIRv,33,double_logistic,0.6890870096965221,0.0086912182357429,0.832865828926798,0.0236494758803582,0.1284442050926971,214.78958217385255,0.0130390990972156,321.2778392052487,0.0214876728671508,41.19299432870542,135.56220722882549,207.7883818217287,352.5079136732854,320.71953642501745,280.2345915027714,173,185.15732919619197,340.01938152,338.2151126,264.74971704180064,18.3476270096463,128.7206824,211.47304512,207.078717,11.45906322184594
US-Aud,2021,NDVI,37,double_logistic,0.9831919961522096,0.0159938958093377,0.9915613051517356,0.1834587715040537,0.9370648035411028,209.79120150214996,0.0805355623814366,244.3283338509701,0.0345072364694264,186.8789631534881,206.05550582876936,222.3030138677401,323.188967858383,276.9768384702002,248.98890103632945,172,70.92133264143087,470.58640866,351.270864,243.24317518248176,19.686233576642337,,464.86552917999995,305.37104598,12.485184000626923
US-Aud,2021,NIRv,37,double_logistic,0.9782500655228286,0.0049157098409546,0.9892352898036028,0.0445012450105179,0.2114821550472481,214.30154013381443,0.1081502213830744,251.5851697550583,0.0518125483612565,194.39887315104124,210.88251811372183,223.8757441863524,303.45516138086634,267.1667432610428,245.31833463205857,172,56.284225147320996,464.996042,323.80438599999997,246.2035596330275,20.263339449541284,,457.12906498,285.61945598,12.603555290969867
US-Aud,2022,NDVI,67,double_logistic,0.9821277670648384,0.0152281780381917,0.9910412897359128,0.1705095134245068,0.5940079836485435,213.139716663673,0.1417688076597897,284.5980081799937,0.0363303378312868,198.47151251713944,212.254267133052,224.5750281459924,337.8840343641907,292.0247746281676,255.4858388458908,172,79.77050749511562,409.1949627,292.356772,215.06530215827337,17.14908633093525,,411.79140140000004,279.8160347,12.272870941975148
US-Aud,2022,NIRv,67,double_logistic,0.9632195784713568,0.0050429823988271,0.9814796653969918,0.0369205588760416,0.1639398594109722,217.9332276569216,0.1214827503217931,265.2037087444961,0.0471243588599656,200.53917746810936,215.813563368944,228.45035895858612,317.6114266859844,277.7437912222329,252.17960390107268,172,61.930227853288926,400.08113099999997,280.161273,220.66778632478633,18.55279487179487,,403.6887567,263.5980347,12.381283374597922
US-Aud,2023,NDVI,65,double_logistic,0.7523524883107043,0.0183064457763354,0.8695743783400832,0.1494625596101977,0.3175930972200709,160.86310514397286,0.0154087938110287,332.9588831048957,0.0223284014484494,39.16933814418042,128.4875638326394,202.45603863583125,359.9326040641274,325.9283259408095,282.04246018448225,172,197.44076210817008,,,263.297671875,17.645278124999997,,,,11.400907664378494
US-Aud,2023,NIRv,65,double_logistic,0.8765739391094016,0.003878847419232,0.9376172587773324,0.0262365141682919,0.0516817176578826,104.88881464096067,0.1001525443686326,333.5386128241081,0.0382139463450553,82.92332548840133,104.83113821307374,126.5499843412626,357.7099511684856,322.82944283171486,270.46737499773946,172,217.9983046186411,,,271.05324727272733,19.159316363636364,,,,11.778047663705058
US-Aud,2024,NDVI,68,double_logistic,0.906060886858279,0.0170303293734773,0.9520731132151112,0.1954460003010115,0.3896785364822898,188.4948436613331,0.1486592688526939,250.7740264362577,0.0416614723727711,174.43057630456673,187.52810719282343,199.0815449528288,307.4014775427636,259.88228902135586,226.97394066598,173,72.35418182853243,129.24589031,198.59222232000002,264.4028872180451,23.01778195488722,,129.11410131,116.79517829999999,13.16435096433497
US-Aud,2024,NIRv,68,double_logistic,0.8671262065204833,0.0049083277788807,0.9314148014096412,0.0360365773464135,0.1396960554839767,200.30925711342445,0.0552060645350889,230.27403063899555,0.0498431860688351,148.51747025381303,182.47696448599007,203.86146188023545,291.7687679391728,253.6314598339621,230.65243729462887,173,71.15449534797204,125.32586891,210.744334,282.38399999999996,24.18429370629371,-7.8222873,133.28095221000004,121.13618130000002,13.057312341709054
US-Bar,2015,NDVI,14,double_logistic,0.917670386187458,0.0486359284709316,0.9627655234174866,0.5599865095174322,0.8805417820343914,142.2807991140087,1.1423525905650882,282.4778695035837,0.4054630152240076,140.35724899617648,142.2807808899433,144.20592131017509,287.8974081682979,282.4778714482515,277.05864882117606,172,140.19709055830822,1043.004845,724.6053400000001,219.22302040816325,17.353244897959183,233.37072999999998,816.9215250000001,789.35573,11.31012375560176
US-Bar,2015,NIRv,14,double_logistic,0.9809926315564248,0.0155132570009365,0.9905518972160636,0.0785614648401341,0.3485604692505549,129.02755332191597,1.1870061936991216,282.92049974281383,0.0957466618752631,127.1764546463872,129.02757140789555,130.88017669813283,305.2959319800818,282.80338795355624,259.9069683322272,172,153.7758165456607,1125.809721,841.56117,209.23289325842697,15.99061235955056,296.9892899999999,836.107841,702.2051799999999,12.200038264653287
US-Bar,2016,NDVI,16,double_logistic,0.9659120922611364,0.0313813623716533,0.9837503358427604,0.5069556524042144,0.8844183081967841,139.72296669780837,0.3811639342068054,284.0313207919444,0.1466602219823082,133.95790931906834,139.72296257320187,145.48806811069855,298.96146075485046,284.0209657612683,269.043648417146,173,144.29800318806645,1327.1066101000001,879.78261,221.73630303030302,17.06778181818182,368.30221,969.7599000999999,893.26343,11.724545996282847
US-Bar,2016,NIRv,16,double_logistic,0.9891393727858044,0.0128101718655091,0.9946069414240456,0.0985351726760307,0.3819859784878491,141.4313775220128,0.3183402764407403,274.60312507699456,0.090847241803834,134.52859895999384,141.43057662520627,148.32971797555885,298.25736285401547,274.49739771197187,250.37189440659364,173,133.0668210867656,1324.8303101000001,875.5675200000001,222.2882012195122,17.081103658536584,366.02591000000007,969.7599000999999,766.1868399999998,12.693443317123693
US-Bar,2017,NDVI,12,double_logistic,0.9752951937818032,0.0188919293235308,0.9882649005373312,0.557613288885868,0.8679200041157944,137.93373571046064,0.6358207984698782,281.413212552028,0.1905116197713345,134.47725631367385,137.9337314590013,141.3894749128875,292.7248871110483,281.36812604570537,269.85445971360724,172,143.43439458670406,1367.4238036,1021.4909,211.7681329113924,16.992569620253164,343.53806060000005,1034.257043,950.72194,11.682429736825254
US-Bar,2017,NIRv,12,double_logistic,0.9414630055448764,0.0230852056212837,0.970291002272924,-0.1971386088014928,0.6749975213601608,98.19795080143578,0.0096680055005268,295.742201081838,0.0263623183769519,41.73886496777766,97.82733169425876,162.62954582949314,303.3737851279726,276.3860488213222,236.891355932754,172,178.55871712706346,1461.9470085399998,1239.192704,184.3919541984733,11.661011450381679,422.67979454000005,1049.638514,704.00509,13.37181219824414
US-Bar,2022,NDVI,18,double_logistic,0.9028327321657242,0.0450337707409106,0.9508404440206224,0.5682461267691638,0.8751187717301887,137.47079063344833,2.652920296858612,277.3916717329536,0.2944345264617052,136.6374556069688,137.47095357084214,138.299554443226,284.8542714712495,277.3916705110251,269.9286653753154,172,139.92071694018296,1186.000346,854.91465,222.44427027027032,17.289445945945943,317.68480999999997,880.0449359999999,812.166576,11.678576768946956
US-Bar,2022,NIRv,18,double_logistic,0.9799136311654908,0.0162582040316381,0.9902025542097758,0.0729584637561804,0.3715836541368081,136.03585561037295,0.3049641181528444,274.4692104137052,0.065078586454876,128.8295514603298,136.03120175626967,143.21738143442153,307.5492055107665,274.35614140950935,240.77315636556747,172,138.32493965323968,1291.537667,984.91093,210.52335754189943,16.369675977653632,332.931751,970.335316,635.87012,13.179922175417172
US-Bar,2023,NDVI,25,double_logistic,0.9203664847522348,0.0348986907444623,0.959844153800198,0.5615062610551528,0.8426440334444233,132.7027598957981,2.9214364349368718,278.7347226067081,0.2939119958082102,131.94607166178457,132.70281049242544,133.45835983050236,286.2109502504143,278.7347241230875,271.2585275351877,172,146.03191363066207,1244.7490200000002,925.4971800000001,203.33148387096776,17.12007741935484,321.173413,934.137907,874.4659270000001,11.609575447451228
US-Bar,2023,NIRv,25,double_logistic,0.9556250651280976,0.0194183629729924,0.9777865436299892,0.0777349158795002,0.3177189681740737,131.36367677301186,0.1974301273216429,275.5942510432607,0.0683219823675,120.33140680898768,131.3735149141008,142.45179306676275,307.321587226933,275.5371409323118,243.55429848276432,172,144.16362601821098,1292.144358,1027.96739,191.65156684491978,15.796032085561498,342.574532,960.132126,641.225627,13.040505044619502
US-CMW,2013,NDVI,15,double_logistic,0.9580561463384468,0.021671976244832,0.9788676912184184,0.1679638553598151,0.5114634065446297,154.71000298832485,0.0511368669294582,321.558922904352,0.0367556892683322,119.15545047954846,154.6956614108673,190.9305975428662,357.1732074248834,317.33270277268934,270.5369229062968,172,162.63704136182204,925.0435367,593.7234179999999,249.52721008403358,20.02036974789916,137.23757510000002,792.5172116000001,615.87254,11.775115025749187
US-CMW,2013,NIRv,15,double_logistic,0.9392073304435008,0.0079888886548023,0.9691406347440206,0.0163832221558784,0.1406478791919563,150.43154789667827,0.0448351270954153,294.7841051588965,0.02691307654979,113.89926944273677,148.6638106739263,183.4139993812338,350.5844813137759,298.1661719387725,247.1603310957218,172,149.5023612648462,926.0604115,595.6359649999999,255.52844725738396,20.38698312236287,139.16753880000002,791.6041227000001,499.0767,12.545884517904822
US-CMW,2014,NDVI,16,double_logistic,0.9644920441419238,0.0233285429975687,0.9821364870644752,0.2018057556722109,0.9761101496662185,240.99889554592957,0.0204699693867073,304.9396041897507,0.0437240146241358,101.5416316818297,186.2934713270892,235.69133404302784,322.5255272681074,303.4869120475579,279.96687797429126,172,117.19344072046869,872.6611800000001,713.899828,272.5961357466063,21.785533936651586,205.820784,671.465936,585.4786600000002,11.466180848692215
US-CMW,2014,NIRv,16,double_logistic,0.9414353380641044,0.0077728502417833,0.9705002450984608,0.0249649866639484,0.1729216429099774,188.1513868930736,0.0201666857886805,295.0983273240718,0.0532912039134696,73.9659857524528,159.61040866556914,217.3697297266966,319.0284881812752,295.3855854202235,269.4547293372151,172,135.77517675465435,875.85914701,727.112949,276.63532113821134,21.135146341463415,210.13720100999998,670.347486,540.70635,11.810897190459846
US-CMW,2015,NDVI,19,double_logistic,0.9548361476215144,0.0261123705863564,0.977257810040045,0.1959764046482995,0.9796501648485376,211.34495434600407,0.022993751159717,277.9431373678688,0.0323924783972247,84.00049204060214,161.83621392221386,209.3915558689636,330.97515778840125,293.7786753551142,259.8283540342893,172,131.94246143290036,760.2136325900001,681.192817,234.28786178861787,20.772800813008132,159.418262,604.42855059,435.96356000000003,12.13006293985645
US-CMW,2015,NIRv,19,double_logistic,0.9585278267069556,0.0073069908996401,0.97912369962302,0.020715724041387,0.25552192239007,200.53644960662683,0.0246512052769979,261.0939017098632,0.0340474687399665,80.38361762241296,153.28248580003293,197.6613847501839,321.91545249443715,279.6707246130369,245.72858947816545,172,126.38823881300397,757.9588616399999,677.620601,237.67222821576763,21.061825726141077,159.65801005,601.93403159,389.46484000000004,12.592086521475963
US-CMW,2016,NDVI,16,double_logistic,0.9832638176327456,0.0153378247639421,0.9917076396085734,0.1914625065643449,0.5728186888804304,158.72774776052842,0.0288418373011545,313.1067190840108,0.0490222468492289,82.99029013419214,152.0512589190385,208.5612975401825,339.21684731493934,311.0247218628783,278.4978405854906,173,158.97346294383982,937.6708631,606.3302140000001,240.01122178988328,20.25451361867704,216.6340647,726.5532284,620.29408,11.513858904098184
US-CMW,2016,NIRv,16,double_logistic,0.9903322592772132,0.0031884318186189,0.9951678650900724,0.0224788663062523,0.1213781905408105,140.2407667443498,0.0368304437787478,305.2663625937083,0.0475862004911741,80.92726199672128,137.3282603925508,186.95473649090584,335.76396099621,303.231394119671,266.4336660134199,173,165.9031337271202,938.6622472,606.772377,241.95235294117649,20.448043137254903,216.90336870000004,727.2753084999999,566.1240099999998,11.910973492681022
US-CMW,2017,NDVI,14,double_logistic,0.974696528430674,0.025092398290879,0.9872981058350344,0.2150514845457403,1.1819017335786952,192.19233260762135,0.0448153621649535,251.01447410418652,0.0251069011841691,144.47972254001317,181.431400155902,209.83395480646365,341.4518139097864,289.7642350983496,251.52849347773468,172,108.33283494244762,918.6380689999999,640.3043240000001,236.00545685279187,21.842015228426398,127.14608,795.320069,524.76567,12.403701853422366
US-CMW,2017,NIRv,14,double_logistic,0.9727402272781964,0.008871284785785,0.9862780452719602,0.0305621976909661,0.3744824088230773,199.85077161332603,0.0438766870665165,251.03692471687904,0.0344579004726262,140.08690901346125,182.428276309394,210.64803254761125,328.3924004607904,280.05983767811944,247.87155694322044,172,97.63156136872544,920.77189,644.179258,246.7175,22.4938085106383,143.80026999999998,780.7997,500.36895000000004,12.52285360533511
US-CMW,2018,NDVI,17,double_logistic,0.9717682102606978,0.0205320176829255,0.985787625803438,0.21537744827749,0.5133082637835016,142.6919794269107,0.0547198143566537,321.08794465418526,0.0945601398153493,102.6256699291918,142.58054101085455,182.15023019691876,343.46329135602554,320.98262355276944,298.140819103816,172,178.4020825419149,1124.4304672,840.122806,257.18492116182574,20.833004149377594,267.79272000000003,862.8648872,806.0652580000001,10.901524409468676
US-CMW,2018,NIRv,17,double_logistic,0.9778787751089664,0.0053840346736947,0.988967035283522,0.0294216488506902,0.1180343782849907,133.93626060123677,0.072478202413807,303.22553321159995,0.0517963975519814,103.46883442770326,133.62440225858663,162.79730181944652,340.8054837543647,302.5598404819221,262.38624748808866,172,168.93543822333547,1122.5093331999997,837.1274760000001,258.6833628691983,21.031995780590716,266.872899,861.8635742,659.9559,12.045247585845896
US-CMW,2019,NDVI,13,double_logistic,0.981932191778234,0.0157319093727057,0.9909588695358292,0.2060987811471747,0.5019091846830197,129.4824666705261,0.0584874806791281,314.7711546731938,0.1771284498865378,93.46921217589428,129.7894099578964,167.14367675274914,327.1521690313403,314.7711193687727,302.38943581165034,172,184.9817094108763,928.5759938,475.40084709999996,281.8579401709402,21.18155555555556,286.95116100000007,648.0030928,641.552805,10.779258655071379
US-CMW,2019,NIRv,13,double_logistic,0.9922522729805452,0.0031556850683258,0.9961224749439016,0.0262745678807259,0.1159338345973533,123.35209486260736,0.0810620456998851,310.8151196514201,0.1076333552326201,96.5605157814833,123.40807071956756,150.45135459184146,330.67133084525875,310.70642306358366,290.36865335709894,172,187.2983523440161,930.4651758,480.84627909999995,280.95318376068377,21.121653846153848,285.37262200000004,651.4708138,602.3010350000001,11.136091065151467
US-CMW,2020,NDVI,18,double_logistic,0.9711836496601828,0.0166652109041746,0.9854956685383448,0.2284372783846256,0.4743201643752677,117.48335659387764,0.0797015102394214,316.8142408724254,0.0684632446034528,89.95429377869765,117.46246175817464,144.89782189259546,343.142480988525,315.49839503424954,284.14873607885664,173,198.0359332760749,1012.13105735,745.712235,285.6581299212599,21.289956692913382,342.768868,676.92365935,597.200164,11.331718972496667
