site_id,year,n_growing_season_days,passed,failed_variables,GPP_NT_VUT_REF_frac_bad,GPP_NT_VUT_REF_max_consecutive_bad_days,NEE_VUT_REF_frac_bad,NEE_VUT_REF_max_consecutive_bad_days,RECO_NT_VUT_REF_frac_bad,RECO_NT_VUT_REF_max_consecutive_bad_days
DE-GsB,2023,245,True,,0.0,0,0.0,0,0.0,0
DE-GsB,2024,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2000,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2001,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2002,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2003,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2004,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2005,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2006,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2007,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2008,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2009,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2010,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2011,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2012,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2013,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2014,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2015,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2016,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2017,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2018,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2019,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2020,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2021,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2022,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2023,245,True,,0.0,0,0.0,0,0.0,0
DE-Hai,2024,245,True,,0.0,0,0.0,0,0.0,0
DE-HoH,2015,245,True,,0.0,0,0.0,0,0.0,0
DE-HoH,2016,245,True,,0.0,0,0.0,0,0.0,0
DE-HoH,2017,245,True,,0.0,0,0.0,0,0.0,0
DE-HoH,2018,245,True,,0.0,0,0.0,0,0.0,0
DE-HoH,2019,245,True,,0.0,0,0.0,0,0.0,0
DE-HoH,2020,245,True,,0.0,0,0.0,0,0.0,0
DE-HoH,2021,245,True,,0.0,0,0.0,0,0.0,0
DE-HoH,2022,245,True,,0.0,0,0.0,0,0.0,0
DE-HoH,2023,245,True,,0.0,0,0.0,0,0.0,0
DE-HoH,2024,245,True,,0.0,0,0.0,0,0.0,0
DE-HoH,2025,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2011,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2012,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2013,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2014,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2015,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2016,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2017,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2018,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2019,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2020,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2021,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2022,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2023,245,True,,0.0,0,0.0,0,0.0,0
DE-RuR,2024,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2011,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2012,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2013,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2014,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2015,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2016,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2017,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2018,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2019,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2020,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2021,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2022,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2023,245,True,,0.0,0,0.0,0,0.0,0
DE-RuW,2024,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,1996,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,1997,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,1998,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,1999,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2000,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2001,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2002,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2003,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2004,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2005,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2006,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2007,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2008,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2009,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2010,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2011,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2012,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2013,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2014,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2015,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2016,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2017,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2018,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2019,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2020,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2021,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2022,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2023,245,True,,0.0,0,0.0,0,0.0,0
DE-Tha,2024,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,1996,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,1997,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,1998,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,1999,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2000,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2001,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2002,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2003,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2004,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2005,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2006,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2007,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2008,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2009,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2010,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2011,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2012,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2013,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2014,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2015,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2016,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2017,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2018,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2019,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2020,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2021,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2022,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2023,245,True,,0.0,0,0.0,0,0.0,0
DK-Sor,2024,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,1997,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,1998,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,1999,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2000,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2001,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2002,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2003,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2004,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2005,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2006,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2007,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2008,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2009,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2010,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2011,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2012,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2013,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2014,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2015,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2016,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2017,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2018,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2019,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2020,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2021,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2022,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2023,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2024,245,True,,0.0,0,0.0,0,0.0,0
FI-Hyy,2025,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2009,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2010,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2011,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2012,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2013,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2014,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2015,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2016,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2017,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2018,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2019,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2020,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2021,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2022,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2023,245,True,,0.0,0,0.0,0,0.0,0
FI-Let,2024,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2014,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2015,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2016,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2017,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2018,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2019,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2020,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2021,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2022,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2023,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2024,245,True,,0.0,0,0.0,0,0.0,0
FR-Bil,2025,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2008,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2009,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2010,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2011,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2012,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2013,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2014,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2015,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2016,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2017,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2018,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2019,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2020,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2021,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2022,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2023,245,True,,0.0,0,0.0,0,0.0,0
FR-FBn,2024,245,True,,0.0,0,0.0,0,0.0,0
FR-Hes,1997,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,1998,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,1999,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2000,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2001,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2002,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2003,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2004,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2005,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2006,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2007,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2008,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2009,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2010,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2011,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2012,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2013,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2014,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2015,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2016,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2017,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2018,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2019,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2020,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2021,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2022,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2023,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-Hes,2024,245,False,GPP_NT_VUT_REF;NEE_VUT_REF;RECO_NT_VUT_REF,1.0,245,1.0,245,1.0,245
FR-LBr,1998,245,True,,0.0,0,0.0,0,0.0,0
FR-LBr,1999,245,True,,0.0,0,0.0,0,0.0,0
FR-LBr,2000,245,True,,0.0,0,0.0,0,0.0,0
FR-LBr,2001,245,True,,0.0,0,0.0,0,0.0,0
FR-LBr,2002,245,True,,0.0,0,0.0,0,0.0,0
FR-LBr,2003,245,True,,0.0,0,0.0,0,0.0,0
FR-LBr,2004,245,True,,0.0,0,0.0,0,0.0,0
FR-LBr,2005,245,True,,0.0,0,0.0,0,0.0,0
FR-LBr,2006,245,True,,0.0,0,0.0,0,0.0,0
FR-LBr,2007,245,True,,0.0,0,0.0,0,0.0,0
FR-LBr,2008,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2000,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2001,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2002,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2003,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2004,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2005,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2006,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2007,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2008,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2009,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2010,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2011,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2012,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2013,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2014,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2015,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2016,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2017,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2018,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2019,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2020,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2021,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2022,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2023,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2024,245,True,,0.0,0,0.0,0,0.0,0
FR-Pue,2025,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2012,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2013,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2014,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2015,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2016,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2017,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2018,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2019,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2020,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2021,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2022,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2023,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2024,245,True,,0.0,0,0.0,0,0.0,0
IT-Cp2,2025,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2003,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2004,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2005,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2006,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2007,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2008,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2009,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2010,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2011,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2012,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2013,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2014,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2015,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2016,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2017,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2018,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2019,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2020,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2021,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2022,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2023,245,True,,0.0,0,0.0,0,0.0,0
IT-MBo,2024,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,1999,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2000,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2001,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2002,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2003,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2004,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2005,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2006,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2007,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2008,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2009,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2010,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2011,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2012,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2013,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2014,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2015,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2016,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2017,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2018,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2019,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2020,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2021,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2022,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2023,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2024,245,True,,0.0,0,0.0,0,0.0,0
IT-Ren,2025,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2013,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2014,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2015,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2016,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2017,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2018,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2019,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2020,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2021,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2022,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2023,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2024,245,True,,0.0,0,0.0,0,0.0,0
IT-SR2,2025,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2008,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2009,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2010,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2011,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2012,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2013,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2014,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2015,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2016,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2017,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2018,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2019,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2020,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2021,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2022,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2023,245,True,,0.0,0,0.0,0,0.0,0
IT-Tor,2024,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2012,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2013,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2014,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2015,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2016,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2017,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2018,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2019,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2020,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2021,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2022,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2023,245,True,,0.0,0,0.0,0,0.0,0
IT-TrF,2024,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2000,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2001,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2002,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2003,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2004,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2005,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2006,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2007,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2008,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2009,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2010,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2011,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2012,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2013,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2014,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2015,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2016,245,True,,0.0,0,0.0,0,0.0,0
JP-Api,2017,245,True,,0.0,0,0.0,0,0.0,0
