site_id,lat,lon,sensor,date,blue,green,red,nir,valid_pixel_frac
US-Seg,34.3603,-106.7003,L30,2023-06-17,0.09659273553865691,0.13408036188057784,0.18039239923364306,0.24191380033767013,1.0
US-Seg,34.3603,-106.7003,L30,2023-06-18,0.09994346253088862,0.13923341752335708,0.18673120173294908,0.24906504657756168,1.0
US-Seg,34.3603,-106.7003,L30,2023-06-25,0.0965398464555999,0.13435874506805728,0.18012451658998532,0.24230521614082065,1.0
US-Seg,34.3603,-106.7003,L30,2023-06-26,0.09913838837540546,0.13799455085760048,0.1856847697971703,0.24956600543366977,1.0
US-Seg,34.3603,-106.7003,L30,2023-07-03,0.09468235650151757,0.1318040397558943,0.17749219353693646,0.24069114184426227,1.0
US-Seg,34.3603,-106.7003,L30,2023-07-04,0.09779567035737524,0.13734558867029822,0.18494157530911384,0.24869465507119748,1.0
US-Seg,34.3603,-106.7003,L30,2023-07-12,0.09695801921352869,0.13704369826295493,0.18531024023737003,0.25156287629527485,1.0
US-Seg,34.3603,-106.7003,L30,2023-07-19,0.0932521964494565,0.12988358931651361,0.17594000709926666,0.24095903996068097,1.0
US-Seg,34.3603,-106.7003,L30,2023-07-20,0.09636790403247446,0.13524221697361893,0.18282914795145186,0.24841378076917814,1.0
US-Seg,34.3603,-106.7003,L30,2023-07-27,0.09363008541874286,0.13157755812524735,0.17841298119149382,0.24517782343759292,1.0
US-Seg,34.3603,-106.7003,L30,2023-07-28,0.09842706276935119,0.1367519152092692,0.1859581916893068,0.2541035032151491,1.0
US-Seg,34.3603,-106.7003,L30,2023-08-04,0.09336252724798741,0.1307061495123804,0.17819553656349996,0.24296288448673656,1.0
US-Seg,34.3603,-106.7003,L30,2023-08-05,0.09686203393995649,0.13583239586604237,0.18520974874966437,0.24896937075921183,1.0
US-Seg,34.3603,-106.7003,L30,2023-08-13,0.10031426270017879,0.14200395147013986,0.1920950892186708,0.26505916237752647,1.0
US-Seg,34.3603,-106.7003,L30,2023-08-20,0.09169294169044452,0.13068996818982367,0.17754809707792338,0.2430103594686468,1.0
